ObsID,Predators.SpeciesName,PredSize,PreySize,IndexSpecies.SpeciesName,Site
3765,Haustrum scobina,11,6,Siphonaria australis,RangitotoIslandWhiteBeach
149,Haustrum scobina,10,4,Siphonaria australis,WhakatuPoint
118,Haustrum scobina,11,2,Turbo smaragdus,WhakatuPoint
19428,Haustrum scobina,15,8,Xenostrobus pulex,CapeFoulwind
28674,Haustrum scobina,12,17,Xenostrobus pulex,CapeFoulwind
28675,Haustrum scobina,11,11,Xenostrobus pulex,CapeFoulwind
28581,Haustrum scobina,12,17,Xenostrobus pulex,CapeFoulwind
19088,Haustrum scobina,10,6,Xenostrobus pulex,CapeFoulwind
21382,Haustrum scobina,14,11,Xenostrobus pulex,CapeFoulwind
19085,Haustrum scobina,15,12,Xenostrobus pulex,CapeFoulwind
19082,Haustrum scobina,15,13,Xenostrobus pulex,CapeFoulwind
18982,Haustrum scobina,13,10,Xenostrobus pulex,CapeFoulwind
28571,Haustrum scobina,16,14,Xenostrobus pulex,CapeFoulwind
18978,Haustrum scobina,17,8,Xenostrobus pulex,CapeFoulwind
19417,Haustrum scobina,18,19,Xenostrobus pulex,CapeFoulwind
14640,Haustrum scobina,17,7,Xenostrobus pulex,CapeFoulwind
19089,Haustrum scobina,14,8,Xenostrobus pulex,CapeFoulwind
14704,Haustrum scobina,12,13,Xenostrobus pulex,CapeFoulwind
28678,Haustrum scobina,18,19,Xenostrobus pulex,CapeFoulwind
28761,Haustrum scobina,12,4,Xenostrobus pulex,CapeFoulwind
28679,Haustrum scobina,12,14,Xenostrobus pulex,CapeFoulwind
14827,Haustrum scobina,12,7,Xenostrobus pulex,CapeFoulwind
15159,Haustrum scobina,17,17,Xenostrobus pulex,CapeFoulwind
19415,Haustrum scobina,15,16,Xenostrobus pulex,CapeFoulwind
14822,Haustrum scobina,14,16,Xenostrobus pulex,CapeFoulwind
14698,Haustrum scobina,16,9,Xenostrobus pulex,CapeFoulwind
28575,Haustrum scobina,16,5,Xenostrobus pulex,CapeFoulwind
14699,Haustrum scobina,15,6,Xenostrobus pulex,CapeFoulwind
28580,Haustrum scobina,14,19,Xenostrobus pulex,CapeFoulwind
28030,Haustrum scobina,12,14,Xenostrobus pulex,CapeFoulwind
21236,Haustrum scobina,15,14,Xenostrobus pulex,CapeFoulwind
21112,Haustrum scobina,16,10,Xenostrobus pulex,CapeFoulwind
28027,Haustrum scobina,12,17,Xenostrobus pulex,CapeFoulwind
28028,Haustrum scobina,14,12,Xenostrobus pulex,CapeFoulwind
21113,Haustrum scobina,15,12,Xenostrobus pulex,CapeFoulwind
21116,Haustrum scobina,14,8,Xenostrobus pulex,CapeFoulwind
28023,Haustrum scobina,12,16,Xenostrobus pulex,CapeFoulwind
21157,Haustrum scobina,17,16,Xenostrobus pulex,CapeFoulwind
21067,Haustrum scobina,12,19,Xenostrobus pulex,CapeFoulwind
21170,Haustrum scobina,16,10,Xenostrobus pulex,CapeFoulwind
12315,Haustrum scobina,16,7,Xenostrobus pulex,CapeFoulwind
21197,Haustrum scobina,16,13,Xenostrobus pulex,CapeFoulwind
19429,Haustrum scobina,11,12,Xenostrobus pulex,CapeFoulwind
21199,Haustrum scobina,12,11,Xenostrobus pulex,CapeFoulwind
21202,Haustrum scobina,16,18,Xenostrobus pulex,CapeFoulwind
21203,Haustrum scobina,16,27,Xenostrobus pulex,CapeFoulwind
28029,Haustrum scobina,14,15,Xenostrobus pulex,CapeFoulwind
20980,Haustrum scobina,13,19,Xenostrobus pulex,CapeFoulwind
27965,Haustrum scobina,14,8,Xenostrobus pulex,CapeFoulwind
27969,Haustrum scobina,12,6,Xenostrobus pulex,CapeFoulwind
20935,Haustrum scobina,15,18,Xenostrobus pulex,CapeFoulwind
20937,Haustrum scobina,17,17,Xenostrobus pulex,CapeFoulwind
20973,Haustrum scobina,13,9,Xenostrobus pulex,CapeFoulwind
20974,Haustrum scobina,12,15,Xenostrobus pulex,CapeFoulwind
28024,Haustrum scobina,19,20,Xenostrobus pulex,CapeFoulwind
20975,Haustrum scobina,14,15,Xenostrobus pulex,CapeFoulwind
21198,Haustrum scobina,15,14,Xenostrobus pulex,CapeFoulwind
20982,Haustrum scobina,10,14,Xenostrobus pulex,CapeFoulwind
21026,Haustrum scobina,16,13,Xenostrobus pulex,CapeFoulwind
21027,Haustrum scobina,14,15,Xenostrobus pulex,CapeFoulwind
21029,Haustrum scobina,9,13,Xenostrobus pulex,CapeFoulwind
28022,Haustrum scobina,15,13,Xenostrobus pulex,CapeFoulwind
21065,Haustrum scobina,13,22,Xenostrobus pulex,CapeFoulwind
21066,Haustrum scobina,13,10,Xenostrobus pulex,CapeFoulwind
27973,Haustrum scobina,12,18,Xenostrobus pulex,CapeFoulwind
19522,Haustrum scobina,14,6,Xenostrobus pulex,CapeFoulwind
28772,Haustrum scobina,12,16,Xenostrobus pulex,CapeFoulwind
19539,Haustrum scobina,12,6,Xenostrobus pulex,CapeFoulwind
19535,Haustrum scobina,13,7,Xenostrobus pulex,CapeFoulwind
21271,Haustrum scobina,15,12,Xenostrobus pulex,CapeFoulwind
19524,Haustrum scobina,11,9,Xenostrobus pulex,CapeFoulwind
21178,Haustrum scobina,16,12,Xenostrobus pulex,CapeFoulwind
28773,Haustrum scobina,14,10,Xenostrobus pulex,CapeFoulwind
27651,Haustrum scobina,13,7,Xenostrobus pulex,CapeFoulwind
19525,Haustrum scobina,11,9,Xenostrobus pulex,CapeFoulwind
28565,Haustrum scobina,14,15,Xenostrobus pulex,CapeFoulwind
28566,Haustrum scobina,13,10,Xenostrobus pulex,CapeFoulwind
27645,Haustrum scobina,14,7,Xenostrobus pulex,CapeFoulwind
27642,Haustrum scobina,13,19,Xenostrobus pulex,CapeFoulwind
28768,Haustrum scobina,13,13,Xenostrobus pulex,CapeFoulwind
28569,Haustrum scobina,7,3,Xenostrobus pulex,CapeFoulwind
19431,Haustrum scobina,14,11,Xenostrobus pulex,CapeFoulwind
28562,Haustrum scobina,15,18,Xenostrobus pulex,CapeFoulwind
12311,Haustrum scobina,15,5,Xenostrobus pulex,CapeFoulwind
28775,Haustrum scobina,12,11,Xenostrobus pulex,CapeFoulwind
27659,Haustrum scobina,13,7,Xenostrobus pulex,CapeFoulwind
27664,Haustrum scobina,14,10,Xenostrobus pulex,CapeFoulwind
27652,Haustrum scobina,13,11,Xenostrobus pulex,CapeFoulwind
21274,Haustrum scobina,15,8,Xenostrobus pulex,CapeFoulwind
28418,Haustrum scobina,10,6,Xenostrobus pulex,CapeFoulwind
21380,Haustrum scobina,14,16,Xenostrobus pulex,CapeFoulwind
28568,Haustrum scobina,14,7,Xenostrobus pulex,CapeFoulwind
37455,Haustrum scobina,10,6,Xenostrobus pulex,CapeFoulwind
37759,Haustrum scobina,13,9,Xenostrobus pulex,CapeFoulwind
37757,Haustrum scobina,15,10,Xenostrobus pulex,CapeFoulwind
37754,Haustrum scobina,15,8,Xenostrobus pulex,CapeFoulwind
45674,Haustrum scobina,6,4,Xenostrobus pulex,CapeFoulwind
50074,Haustrum scobina,13,17,Xenostrobus pulex,CapeFoulwind
50075,Haustrum scobina,12,11,Xenostrobus pulex,CapeFoulwind
50073,Haustrum scobina,13,20,Xenostrobus pulex,CapeFoulwind
37752,Haustrum scobina,10,15,Xenostrobus pulex,CapeFoulwind
37751,Haustrum scobina,14,8,Xenostrobus pulex,CapeFoulwind
37446,Haustrum scobina,13,10,Xenostrobus pulex,CapeFoulwind
37750,Haustrum scobina,8,8,Xenostrobus pulex,CapeFoulwind
45678,Haustrum scobina,14,20,Xenostrobus pulex,CapeFoulwind
37453,Haustrum scobina,13,8,Xenostrobus pulex,CapeFoulwind
37749,Haustrum scobina,13,6,Xenostrobus pulex,CapeFoulwind
37753,Haustrum scobina,11,11,Xenostrobus pulex,CapeFoulwind
37766,Haustrum scobina,14,12,Xenostrobus pulex,CapeFoulwind
37772,Haustrum scobina,12,13,Xenostrobus pulex,CapeFoulwind
37771,Haustrum scobina,12,15,Xenostrobus pulex,CapeFoulwind
45673,Haustrum scobina,13,15,Xenostrobus pulex,CapeFoulwind
37770,Haustrum scobina,13,17,Xenostrobus pulex,CapeFoulwind
37769,Haustrum scobina,12,17,Xenostrobus pulex,CapeFoulwind
37768,Haustrum scobina,15,19,Xenostrobus pulex,CapeFoulwind
37767,Haustrum scobina,12,14,Xenostrobus pulex,CapeFoulwind
37760,Haustrum scobina,14,13,Xenostrobus pulex,CapeFoulwind
45676,Haustrum scobina,13,6,Xenostrobus pulex,CapeFoulwind
37746,Haustrum scobina,15,8,Xenostrobus pulex,CapeFoulwind
37765,Haustrum scobina,10,11,Xenostrobus pulex,CapeFoulwind
37764,Haustrum scobina,11,5,Xenostrobus pulex,CapeFoulwind
37442,Haustrum scobina,13,5,Xenostrobus pulex,CapeFoulwind
37763,Haustrum scobina,11,16,Xenostrobus pulex,CapeFoulwind
37445,Haustrum scobina,17,6,Xenostrobus pulex,CapeFoulwind
37762,Haustrum scobina,11,16,Xenostrobus pulex,CapeFoulwind
37761,Haustrum scobina,14,13,Xenostrobus pulex,CapeFoulwind
45675,Haustrum scobina,12,13,Xenostrobus pulex,CapeFoulwind
37737,Haustrum scobina,15,21,Xenostrobus pulex,CapeFoulwind
37748,Haustrum scobina,14,7,Xenostrobus pulex,CapeFoulwind
37588,Haustrum scobina,17,11,Xenostrobus pulex,CapeFoulwind
37589,Haustrum scobina,12,4,Xenostrobus pulex,CapeFoulwind
37722,Haustrum scobina,13,16,Xenostrobus pulex,CapeFoulwind
37724,Haustrum scobina,12,19,Xenostrobus pulex,CapeFoulwind
37739,Haustrum scobina,15,21,Xenostrobus pulex,CapeFoulwind
37755,Haustrum scobina,9,17,Xenostrobus pulex,CapeFoulwind
37725,Haustrum scobina,10,13,Xenostrobus pulex,CapeFoulwind
45694,Haustrum scobina,12,16,Xenostrobus pulex,CapeFoulwind
37736,Haustrum scobina,9,5,Xenostrobus pulex,CapeFoulwind
37728,Haustrum scobina,8,7,Xenostrobus pulex,CapeFoulwind
37729,Haustrum scobina,12,14,Xenostrobus pulex,CapeFoulwind
37735,Haustrum scobina,15,10,Xenostrobus pulex,CapeFoulwind
37734,Haustrum scobina,10,10,Xenostrobus pulex,CapeFoulwind
37732,Haustrum scobina,12,16,Xenostrobus pulex,CapeFoulwind
37731,Haustrum scobina,10,15,Xenostrobus pulex,CapeFoulwind
37738,Haustrum scobina,10,14,Xenostrobus pulex,CapeFoulwind
45680,Haustrum scobina,12,11,Xenostrobus pulex,CapeFoulwind
37747,Haustrum scobina,11,11,Xenostrobus pulex,CapeFoulwind
37730,Haustrum scobina,9,14,Xenostrobus pulex,CapeFoulwind
37744,Haustrum scobina,14,12,Xenostrobus pulex,CapeFoulwind
37743,Haustrum scobina,15,18,Xenostrobus pulex,CapeFoulwind
37742,Haustrum scobina,11,15,Xenostrobus pulex,CapeFoulwind
37741,Haustrum scobina,10,19,Xenostrobus pulex,CapeFoulwind
37580,Haustrum scobina,10,8,Xenostrobus pulex,CapeFoulwind
45429,Haustrum scobina,13,9,Xenostrobus pulex,CapeFoulwind
45450,Haustrum scobina,12,14,Xenostrobus pulex,CapeFoulwind
45681,Haustrum scobina,12,7,Xenostrobus pulex,CapeFoulwind
45682,Haustrum scobina,13,9,Xenostrobus pulex,CapeFoulwind
45435,Haustrum scobina,11,4,Xenostrobus pulex,CapeFoulwind
45684,Haustrum scobina,13,6,Xenostrobus pulex,CapeFoulwind
45437,Haustrum scobina,12,10,Xenostrobus pulex,CapeFoulwind
45438,Haustrum scobina,14,14,Xenostrobus pulex,CapeFoulwind
45689,Haustrum scobina,14,9,Xenostrobus pulex,CapeFoulwind
37740,Haustrum scobina,12,21,Xenostrobus pulex,CapeFoulwind
39178,Haustrum scobina,14,8,Xenostrobus pulex,CapeFoulwind
39194,Haustrum scobina,11,20,Xenostrobus pulex,CapeFoulwind
39190,Haustrum scobina,15,9,Xenostrobus pulex,CapeFoulwind
39186,Haustrum scobina,16,13,Xenostrobus pulex,CapeFoulwind
39185,Haustrum scobina,15,17,Xenostrobus pulex,CapeFoulwind
39184,Haustrum scobina,18,11,Xenostrobus pulex,CapeFoulwind
39192,Haustrum scobina,11,20,Xenostrobus pulex,CapeFoulwind
39181,Haustrum scobina,9,6,Xenostrobus pulex,CapeFoulwind
39193,Haustrum scobina,11,19,Xenostrobus pulex,CapeFoulwind
39177,Haustrum scobina,12,10,Xenostrobus pulex,CapeFoulwind
39174,Haustrum scobina,13,2,Xenostrobus pulex,CapeFoulwind
39173,Haustrum scobina,11,6,Xenostrobus pulex,CapeFoulwind
29626,Haustrum scobina,16,14,Xenostrobus pulex,CapeFoulwind
39171,Haustrum scobina,16,18,Xenostrobus pulex,CapeFoulwind
39170,Haustrum scobina,13,6,Xenostrobus pulex,CapeFoulwind
39183,Haustrum scobina,14,16,Xenostrobus pulex,CapeFoulwind
29634,Haustrum scobina,13,16,Xenostrobus pulex,CapeFoulwind
29632,Haustrum scobina,14,11,Xenostrobus pulex,CapeFoulwind
29630,Haustrum scobina,16,5,Xenostrobus pulex,CapeFoulwind
29629,Haustrum scobina,13,16,Xenostrobus pulex,CapeFoulwind
26719,Haustrum scobina,12,5,Xenostrobus pulex,JacksonHead
25264,Haustrum scobina,16,5,Xenostrobus pulex,JacksonHead
26721,Haustrum scobina,13,7,Xenostrobus pulex,JacksonHead
26677,Haustrum scobina,12,4,Xenostrobus pulex,JacksonHead
26728,Haustrum scobina,11,10,Xenostrobus pulex,JacksonHead
26552,Haustrum scobina,11,5,Xenostrobus pulex,JacksonHead
26727,Haustrum scobina,15,7,Xenostrobus pulex,JacksonHead
26550,Haustrum scobina,17,7,Xenostrobus pulex,JacksonHead
25267,Haustrum scobina,15,6,Xenostrobus pulex,JacksonHead
26676,Haustrum scobina,11,4,Xenostrobus pulex,JacksonHead
26675,Haustrum scobina,15,8,Xenostrobus pulex,JacksonHead
26556,Haustrum scobina,17,6,Xenostrobus pulex,JacksonHead
26559,Haustrum scobina,15,6,Xenostrobus pulex,JacksonHead
25263,Haustrum scobina,13,5,Xenostrobus pulex,JacksonHead
25262,Haustrum scobina,13,4,Xenostrobus pulex,JacksonHead
26674,Haustrum scobina,15,8,Xenostrobus pulex,JacksonHead
26673,Haustrum scobina,16,6,Xenostrobus pulex,JacksonHead
26672,Haustrum scobina,14,5,Xenostrobus pulex,JacksonHead
26671,Haustrum scobina,14,4,Xenostrobus pulex,JacksonHead
26667,Haustrum scobina,13,7,Xenostrobus pulex,JacksonHead
26553,Haustrum scobina,15,10,Xenostrobus pulex,JacksonHead
26382,Haustrum scobina,15,4,Xenostrobus pulex,JacksonHead
26546,Haustrum scobina,11,6,Xenostrobus pulex,JacksonHead
26323,Haustrum scobina,13,6,Xenostrobus pulex,JacksonHead
26450,Haustrum scobina,17,8,Xenostrobus pulex,JacksonHead
26545,Haustrum scobina,15,3,Xenostrobus pulex,JacksonHead
26383,Haustrum scobina,18,9,Xenostrobus pulex,JacksonHead
26379,Haustrum scobina,16,7,Xenostrobus pulex,JacksonHead
26381,Haustrum scobina,18,5,Xenostrobus pulex,JacksonHead
26385,Haustrum scobina,13,4,Xenostrobus pulex,JacksonHead
26447,Haustrum scobina,14,6,Xenostrobus pulex,JacksonHead
26468,Haustrum scobina,11,9,Xenostrobus pulex,JacksonHead
26438,Haustrum scobina,13,5,Xenostrobus pulex,JacksonHead
26378,Haustrum scobina,14,5,Xenostrobus pulex,JacksonHead
26466,Haustrum scobina,13,5,Xenostrobus pulex,JacksonHead
26458,Haustrum scobina,16,5,Xenostrobus pulex,JacksonHead
26457,Haustrum scobina,13,2,Xenostrobus pulex,JacksonHead
26548,Haustrum scobina,14,3,Xenostrobus pulex,JacksonHead
26391,Haustrum scobina,17,6,Xenostrobus pulex,JacksonHead
26440,Haustrum scobina,15,8,Xenostrobus pulex,JacksonHead
26392,Haustrum scobina,15,7,Xenostrobus pulex,JacksonHead
47533,Haustrum scobina,14,10,Xenostrobus pulex,JacksonHead
39896,Haustrum scobina,13,8,Xenostrobus pulex,JacksonHead
39895,Haustrum scobina,13,10,Xenostrobus pulex,JacksonHead
41458,Haustrum scobina,12,3,Xenostrobus pulex,JacksonHead
39894,Haustrum scobina,13,9,Xenostrobus pulex,JacksonHead
41457,Haustrum scobina,12,3,Xenostrobus pulex,JacksonHead
33450,Haustrum scobina,13,4,Xenostrobus pulex,JacksonHead
33449,Haustrum scobina,10,3,Xenostrobus pulex,JacksonHead
43270,Haustrum scobina,9,5,Xenostrobus pulex,JacksonHead
33435,Haustrum scobina,11,3,Xenostrobus pulex,JacksonHead
33426,Haustrum scobina,11,3,Xenostrobus pulex,JacksonHead
41446,Haustrum scobina,12,3,Xenostrobus pulex,JacksonHead
47535,Haustrum scobina,12,3,Xenostrobus pulex,JacksonHead
47312,Haustrum scobina,12,7,Xenostrobus pulex,JacksonHead
33427,Haustrum scobina,13,8,Xenostrobus pulex,JacksonHead
33428,Haustrum scobina,12,3,Xenostrobus pulex,JacksonHead
43280,Haustrum scobina,17,8,Xenostrobus pulex,JacksonHead
40268,Haustrum scobina,10,3,Xenostrobus pulex,JacksonHead
41448,Haustrum scobina,12,3,Xenostrobus pulex,JacksonHead
47332,Haustrum scobina,15,6,Xenostrobus pulex,JacksonHead
43272,Haustrum scobina,12,4,Xenostrobus pulex,JacksonHead
43276,Haustrum scobina,15,5,Xenostrobus pulex,JacksonHead
43273,Haustrum scobina,11,5,Xenostrobus pulex,JacksonHead
33430,Haustrum scobina,12,6,Xenostrobus pulex,JacksonHead
41444,Haustrum scobina,12,5,Xenostrobus pulex,JacksonHead
47531,Haustrum scobina,13,3,Xenostrobus pulex,JacksonHead
33616,Haustrum scobina,11,4,Xenostrobus pulex,JacksonHead
43353,Haustrum scobina,13,5,Xenostrobus pulex,JacksonHead
43354,Haustrum scobina,16,9,Xenostrobus pulex,JacksonHead
43355,Haustrum scobina,14,5,Xenostrobus pulex,JacksonHead
43356,Haustrum scobina,12,9,Xenostrobus pulex,JacksonHead
43358,Haustrum scobina,13,4,Xenostrobus pulex,JacksonHead
33611,Haustrum scobina,10,4,Xenostrobus pulex,JacksonHead
43359,Haustrum scobina,12,5,Xenostrobus pulex,JacksonHead
47331,Haustrum scobina,11,4,Xenostrobus pulex,JacksonHead
43362,Haustrum scobina,13,6,Xenostrobus pulex,JacksonHead
40288,Haustrum scobina,13,4,Xenostrobus pulex,JacksonHead
33721,Haustrum scobina,14,5,Xenostrobus pulex,JacksonHead
33718,Haustrum scobina,13,7,Xenostrobus pulex,JacksonHead
33717,Haustrum scobina,12,6,Xenostrobus pulex,JacksonHead
33620,Haustrum scobina,13,3,Xenostrobus pulex,JacksonHead
33621,Haustrum scobina,12,2,Xenostrobus pulex,JacksonHead
33712,Haustrum scobina,11,6,Xenostrobus pulex,JacksonHead
33709,Haustrum scobina,14,5,Xenostrobus pulex,JacksonHead
33704,Haustrum scobina,12,3,Xenostrobus pulex,JacksonHead
43361,Haustrum scobina,13,3,Xenostrobus pulex,JacksonHead
41030,Haustrum scobina,11,3,Xenostrobus pulex,JacksonHead
43269,Haustrum scobina,9,2,Xenostrobus pulex,JacksonHead
40272,Haustrum scobina,12,6,Xenostrobus pulex,JacksonHead
41462,Haustrum scobina,12,3,Xenostrobus pulex,JacksonHead
41049,Haustrum scobina,13,5,Xenostrobus pulex,JacksonHead
41040,Haustrum scobina,12,7,Xenostrobus pulex,JacksonHead
41038,Haustrum scobina,9,3,Xenostrobus pulex,JacksonHead
41037,Haustrum scobina,11,6,Xenostrobus pulex,JacksonHead
41036,Haustrum scobina,10,3,Xenostrobus pulex,JacksonHead
40291,Haustrum scobina,13,4,Xenostrobus pulex,JacksonHead
41034,Haustrum scobina,15,5,Xenostrobus pulex,JacksonHead
40290,Haustrum scobina,9,4,Xenostrobus pulex,JacksonHead
40279,Haustrum scobina,10,3,Xenostrobus pulex,JacksonHead
33700,Haustrum scobina,13,5,Xenostrobus pulex,JacksonHead
40281,Haustrum scobina,15,7,Xenostrobus pulex,JacksonHead
43097,Haustrum scobina,15,5,Xenostrobus pulex,JacksonHead
40282,Haustrum scobina,14,7,Xenostrobus pulex,JacksonHead
33524,Haustrum scobina,12,3,Xenostrobus pulex,JacksonHead
40283,Haustrum scobina,15,4,Xenostrobus pulex,JacksonHead
47324,Haustrum scobina,15,6,Xenostrobus pulex,JacksonHead
41035,Haustrum scobina,12,6,Xenostrobus pulex,JacksonHead
33213,Haustrum scobina,13,4,Xenostrobus pulex,JacksonHead
43102,Haustrum scobina,13,3,Xenostrobus pulex,JacksonHead
43380,Haustrum scobina,13,3,Xenostrobus pulex,JacksonHead
43082,Haustrum scobina,13,4,Xenostrobus pulex,JacksonHead
33209,Haustrum scobina,15,4,Xenostrobus pulex,JacksonHead
43087,Haustrum scobina,14,5,Xenostrobus pulex,JacksonHead
43452,Haustrum scobina,15,5,Xenostrobus pulex,JacksonHead
43379,Haustrum scobina,10,5,Xenostrobus pulex,JacksonHead
43454,Haustrum scobina,11,11,Xenostrobus pulex,JacksonHead
43378,Haustrum scobina,15,4,Xenostrobus pulex,JacksonHead
43088,Haustrum scobina,13,4,Xenostrobus pulex,JacksonHead
41459,Haustrum scobina,12,5,Xenostrobus pulex,JacksonHead
43092,Haustrum scobina,16,5,Xenostrobus pulex,JacksonHead
43449,Haustrum scobina,10,8,Xenostrobus pulex,JacksonHead
43364,Haustrum scobina,13,8,Xenostrobus pulex,JacksonHead
33219,Haustrum scobina,14,6,Xenostrobus pulex,JacksonHead
43101,Haustrum scobina,10,3,Xenostrobus pulex,JacksonHead
43453,Haustrum scobina,12,9,Xenostrobus pulex,JacksonHead
43369,Haustrum scobina,12,16,Xenostrobus pulex,JacksonHead
39881,Haustrum scobina,15,11,Xenostrobus pulex,JacksonHead
43365,Haustrum scobina,12,4,Xenostrobus pulex,JacksonHead
43068,Haustrum scobina,16,9,Xenostrobus pulex,JacksonHead
33197,Haustrum scobina,13,6,Xenostrobus pulex,JacksonHead
43366,Haustrum scobina,11,6,Xenostrobus pulex,JacksonHead
43367,Haustrum scobina,11,6,Xenostrobus pulex,JacksonHead
43081,Haustrum scobina,18,5,Xenostrobus pulex,JacksonHead
43368,Haustrum scobina,13,4,Xenostrobus pulex,JacksonHead
43463,Haustrum scobina,13,8,Xenostrobus pulex,JacksonHead
43072,Haustrum scobina,14,9,Xenostrobus pulex,JacksonHead
33201,Haustrum scobina,12,4,Xenostrobus pulex,JacksonHead
43073,Haustrum scobina,12,4,Xenostrobus pulex,JacksonHead
43074,Haustrum scobina,13,5,Xenostrobus pulex,JacksonHead
43078,Haustrum scobina,16,5,Xenostrobus pulex,JacksonHead
43079,Haustrum scobina,16,4,Xenostrobus pulex,JacksonHead
43080,Haustrum scobina,12,3,Xenostrobus pulex,JacksonHead
33198,Haustrum scobina,10,2,Xenostrobus pulex,JacksonHead
41582,Haustrum scobina,15,4,Xenostrobus pulex,JacksonHead
43193,Haustrum scobina,11,8,Xenostrobus pulex,JacksonHead
41677,Haustrum scobina,12,4,Xenostrobus pulex,JacksonHead
43194,Haustrum scobina,14,8,Xenostrobus pulex,JacksonHead
43196,Haustrum scobina,12,6,Xenostrobus pulex,JacksonHead
41579,Haustrum scobina,11,10,Xenostrobus pulex,JacksonHead
43256,Haustrum scobina,13,5,Xenostrobus pulex,JacksonHead
41581,Haustrum scobina,15,3,Xenostrobus pulex,JacksonHead
43191,Haustrum scobina,14,7,Xenostrobus pulex,JacksonHead
43258,Haustrum scobina,12,4,Xenostrobus pulex,JacksonHead
43263,Haustrum scobina,14,10,Xenostrobus pulex,JacksonHead
43262,Haustrum scobina,13,7,Xenostrobus pulex,JacksonHead
41686,Haustrum scobina,13,3,Xenostrobus pulex,JacksonHead
41680,Haustrum scobina,12,3,Xenostrobus pulex,JacksonHead
41679,Haustrum scobina,13,5,Xenostrobus pulex,JacksonHead
43176,Haustrum scobina,13,5,Xenostrobus pulex,JacksonHead
43181,Haustrum scobina,10,3,Xenostrobus pulex,JacksonHead
43469,Haustrum scobina,12,4,Xenostrobus pulex,JacksonHead
41460,Haustrum scobina,11,3,Xenostrobus pulex,JacksonHead
39891,Haustrum scobina,11,7,Xenostrobus pulex,JacksonHead
33224,Haustrum scobina,9,2,Xenostrobus pulex,JacksonHead
43177,Haustrum scobina,11,3,Xenostrobus pulex,JacksonHead
43178,Haustrum scobina,12,6,Xenostrobus pulex,JacksonHead
41578,Haustrum scobina,14,10,Xenostrobus pulex,JacksonHead
43180,Haustrum scobina,16,5,Xenostrobus pulex,JacksonHead
43268,Haustrum scobina,11,5,Xenostrobus pulex,JacksonHead
41571,Haustrum scobina,15,5,Xenostrobus pulex,JacksonHead
41576,Haustrum scobina,13,3,Xenostrobus pulex,JacksonHead
41979,Haustrum scobina,12,3,Xenostrobus pulex,JacksonHead
41971,Haustrum scobina,12,8,Xenostrobus pulex,JacksonHead
33227,Haustrum scobina,15,4,Xenostrobus pulex,JacksonHead
24979,Haustrum scobina,13,6,Xenostrobus pulex,OkahuPoint
24984,Haustrum scobina,12,5,Xenostrobus pulex,OkahuPoint
24985,Haustrum scobina,14,6,Xenostrobus pulex,OkahuPoint
24986,Haustrum scobina,11,4,Xenostrobus pulex,OkahuPoint
26848,Haustrum scobina,14,7,Xenostrobus pulex,OkahuPoint
26847,Haustrum scobina,13,6,Xenostrobus pulex,OkahuPoint
26849,Haustrum scobina,14,9,Xenostrobus pulex,OkahuPoint
24980,Haustrum scobina,14,6,Xenostrobus pulex,OkahuPoint
26837,Haustrum scobina,19,7,Xenostrobus pulex,OkahuPoint
26852,Haustrum scobina,13,3,Xenostrobus pulex,OkahuPoint
26853,Haustrum scobina,16,5,Xenostrobus pulex,OkahuPoint
26918,Haustrum scobina,14,8,Xenostrobus pulex,OkahuPoint
26051,Haustrum scobina,15,7,Xenostrobus pulex,OkahuPoint
26053,Haustrum scobina,13,8,Xenostrobus pulex,OkahuPoint
26917,Haustrum scobina,17,12,Xenostrobus pulex,OkahuPoint
26054,Haustrum scobina,16,9,Xenostrobus pulex,OkahuPoint
26915,Haustrum scobina,9,4,Xenostrobus pulex,OkahuPoint
26056,Haustrum scobina,13,15,Xenostrobus pulex,OkahuPoint
26060,Haustrum scobina,12,7,Xenostrobus pulex,OkahuPoint
26067,Haustrum scobina,12,3,Xenostrobus pulex,OkahuPoint
25343,Haustrum scobina,19,7,Xenostrobus pulex,OkahuPoint
26841,Haustrum scobina,16,5,Xenostrobus pulex,OkahuPoint
26922,Haustrum scobina,10,3,Xenostrobus pulex,OkahuPoint
25331,Haustrum scobina,15,12,Xenostrobus pulex,OkahuPoint
25332,Haustrum scobina,8,6,Xenostrobus pulex,OkahuPoint
25333,Haustrum scobina,14,4,Xenostrobus pulex,OkahuPoint
25329,Haustrum scobina,16,4,Xenostrobus pulex,OkahuPoint
25338,Haustrum scobina,18,6,Xenostrobus pulex,OkahuPoint
26921,Haustrum scobina,14,3,Xenostrobus pulex,OkahuPoint
25344,Haustrum scobina,14,16,Xenostrobus pulex,OkahuPoint
26246,Haustrum scobina,12,3,Xenostrobus pulex,OkahuPoint
26245,Haustrum scobina,9,3,Xenostrobus pulex,OkahuPoint
26244,Haustrum scobina,13,4,Xenostrobus pulex,OkahuPoint
26242,Haustrum scobina,12,3,Xenostrobus pulex,OkahuPoint
26076,Haustrum scobina,14,4,Xenostrobus pulex,OkahuPoint
25334,Haustrum scobina,16,11,Xenostrobus pulex,OkahuPoint
25321,Haustrum scobina,15,9,Xenostrobus pulex,OkahuPoint
26840,Haustrum scobina,15,9,Xenostrobus pulex,OkahuPoint
26836,Haustrum scobina,16,15,Xenostrobus pulex,OkahuPoint
26835,Haustrum scobina,15,14,Xenostrobus pulex,OkahuPoint
